filename,pseudo_label
00113.wav,"Nah waktu itu gue juga pernah mikir, apakah kalau misalnya gue lebih serius, maksudnya, lebih mampus dan benar-benar jadi anak yang belajar dan gitu-gitu, apakah gue akan mencapai lebih baik? Gue pernah mencoba ngetes ngerjain sesuatu dalam kondisi state of mind-nya nggak enak, tapi ternyata hasilnya nggak lebih baik. So I think, mungkin apakah itu kasusnya individual ya, per individual bisa jadi. Tapi kalau di konteks gue, gampangnya adalah gue nggak pernah"
00115.wav,"Selalu ngerjain itu di state of mind yang gue happy dan enjoy doing it, gitu. Dan gue gak kebayang kalau misalnya harus ngelewatin apa yang dilewatin sama Joroma Macinta, sometimes dimana mereka harus ngor-ngor itu gue gak bayang. Karena gue gak pernah berada pada fase harus melakukan itu. Nah tapi menurut gue, ini mungkin yang perlu gue highlight di sini, dari tadi kan pada ngomongin kayak kesuksesan dan pencapaian. Menurut gue kuncinya ada di, yang gue liat di banyak orang yang justru orang normal gitu ya, maksudnya yang punya skill bersosial."
00116.wav,"Masih ada gak struggle, misalnya let's say dari social pressure, dari netizen gitu? Kalau aku kan, karena masih baru-baru gitu, kemarin naik terus kelihatan di Twitter dan sebagainya, itu kan aku kayak jadi masalah kan? Cuma, ya thank God aku udah bisa overcome itu. Tapi kalau Kak Cita sendiri gimana? Iya, jadi walaupun menurut aku kita semua masih muda ya,"
00117.wav,"Biasanya punya kecenderungan untuk melihat standar-standar kehidupan itu secara sosial, maksudnya dari orang lain, kayak gitu loh. Jadi misalnya kayak gimana kamu define sukses atau define pencapaian tuh, oh kayak gini nih yang dilihat orang sebagai pencapaian kita. Karena aku tidak secara natural."
00123.wav,"Ngelakuin itu karena aku nggak normal tadi kan, maksudnya karena aku nggak kena game-game orang lain nih, gitu. Orang lain mau ngejual apa, ya aku kan nggak ngerti nih, maksudnya nggak dapet feeling bahwa, oh oke, ternyata ngejar itu oke. Enggak, aku tuh selalu kayak, ya dari aku butuhnya ini, sukanya ini, yaudah, aku kesini aja, gitu. Nah itu membuat, jadinya aku punya privilege tadi, bahwa aku jadinya nggak perlu..."
00125.wav,"Iri sama lu, karena lu tuh santai banget hidupnya. Kayak santai, kayak... I mean it's really a mindset at the end of the day. You know, sesulit apapun hidup kita, kalau mindset kita yang bisa ngelepasin itu semua, sebenarnya everything's fine. Kayak gue iri sama lu, sempet gue iri sama lu, gue iri sama tim gue sendiri, PA gitu, kayak... Kaya chill. Kayak chill banget, kayak gitu loh. Jadi..."
00129.wav,"The struggles that I face, I didn't choose to face. Nah, itu masuk ke tempat yang banyak orang ngalamin yang cinta alamin. Kalian tuh kayak dilihat orang sama, padahal battle-nya tuh beda gitu loh. Beda banget, kayak aku dari kecil mungkin udah terbiasa untuk hidup dengan survival mode, apa yang aku maksud dengan itu."
00132.wav,"Kan dikasih dialognya sama sutradaranya. Tapi itu luar biasa loh. Itu tuh kayak, ih hebat ya. Ada ya, ada artis sinetron sehebat ini ya. Jadi kayak, itu tuh beneran genuine. Well, you're unique. Cara berpikirnya begitu. Tapi kembali lagi ke ceritaku tadi, dengan keunikan itu yang akhirnya mungkin banyak orang melihatnya sebagai entertainment, tapi banyak juga menjadi sumber celaan dari orang."
00133.wav,"Itu dieksploitasi sama pihak manajemen, sama pihak label, bahkan sama pihak PH. Diangkat-angkat dan mungkin buat kalian itu nggak big deal, tapi buat anak kecil pada saat itu, umur 12-13 tahun, yang identitas dirinya belum terbangun, belum kebentuk, that's really hard to accept. Rasanya seperti di..."
00134.wav,"Di-attack oleh masyarakat, gitu. Dirasanya seperti kebencian dan hujatan yang luar biasa. Pada saat itu ya, sekarang setelah aku dewasa, aku over it dan aku bisa melihat, oh perspektif orang tuh gini pada saat itu. Tapi sebagai anak kecil yang dulu belum mengerti cara dunia berputar dan lain sebagainya, that was a lot to handle, gitu. Dan kayak gimana kamu survive itu? Ya... Umur 12 tahun lho, 13 tahun, kayak Justin Bieber gitu lho."
00135.wav,"I mean, you know, lagi-lagi, aku punya orang tua yang aku tahu sangat mencintai aku, tapi mereka pun mungkin tumbuh besar dalam environment yang membuat mereka menjadi diri mereka sekarang, dan kalau dari sisi mama aku, seperti ibu-ibu pada umumnya,"
00137.wav,"Dia nggak terlalu banyak berkomentar soal karir aku pada waktu itu, tapi hidup aku di rumah sangat militer. Kalau papa aku bilang, oke jam 7 pagi kita sarapan, jam 6.45 kita berangkat, itu 6.45 kita udah harus depan pintu. Kadang-kadang semaunya dia berarti 6.40 udah harus siap, gitu. Se-detail itu. Bahkan aku baru pulang ke Bali kemarin kan, my parents live in Bali. Malamnya papa aku bilang, kita besok breakfast jam 8 ya, okay."
00139.wav,"Aku udah tau tuh, aku 7.55 pasti udah siap, tiba-tiba paginya jam 7.25, you're ready, right? Aku ngomong, Papi, you said 8 o'clock, no, no, we're leaving at 7.45, jadi itu tuh bener-bener yang, wah, 7.45 akhirnya berangkatin. So, I'm always living in a state of anxiety, jadi di rumah ada standar tertentu yang harus aku terapkan."
00140.wav,"Dari masyarakat juga, dari celaan yang aku rasakan di usia muda akhirnya menjadi sebuah paranoia dan juga pressure yang aku berikan kepada diri aku sendiri saat usia dewasa sekarang. So that's why I misunderstood, because..."
00141.wav,"If I look intimidating, I'm not trying to be intimidating, I'm in my head. Aku ada di dalam kepala aku tuh pikirannya seribu, pikiran jalan bersamaan seperti Ferrari, orang ngeliatnya aku judus, sebenernya di dalam kepala aku, I'm thinking about this, I'm thinking about that, I'm thinking about so many things, gitu. Wah. Ya, dia dibentuk dari industri yang totally different dibandingkan sekarang, Bos. Dan itu sangat-sangat bisa dimengerti."
00142.wav,"Dan gila loh industri story ini harus cerita karena tiba-tiba aku inget, sekarang kan orang-orang lebih peka terhadap bullying, body shaming, mental health. Aku inget banget waktu aku usia 15, ada tabloid online yang gara-gara aku lagi melalui puber dan ya mulailah, you know, tubuh wanitanya terlihat."
00144.wav,"Dan kamu di usia 15 tahun itu udah punya conscience soal itu nggak? Kalau ini nih, ini something wrong nih. Of course, of course, tapi nggak, nah nggak ada yang ngebelain, not even my mother, bukan karena dia nggak kasihan ya, tapi mama aku lebih yang, biasa lah tabloid, like dia take it lightly dan nggak apa-apa, mungkin itu membuat dia nggak stress, tapi dia nggak ngerti pada waktu itu anak umur 15 tahun yang dibutuhkan adalah, sayang, it's so, aku butuh reassurance, butuh support gitu."
00145.wav,"Not because my mom's a bad mom, she's a fantastic mom, tapi dia tidak merasa itu big deal, sehingga dia berasumsi, oh buat anak saya juga gak big deal nih. Tapi tau gak, Cin, kalau dengan semua cerita tadi, dengan semua circumstances yang terjadi dalam hidup kamu nih, kamu bisa berakhir jauh lebih buruk lagi loh kalau gak punya conscious yang baik. Of course, I mean... Maksudku, cobalah lu, Jer, kalau lu di posisi yang sama, bisa gak crude dengan lebih... Gue mungkin udah..."
00146.wav,"Udah tinggal nama sih gue, itu pun kalau ada yang inget. Tau gak maksudnya tinggal nama? Itu bener. Itu berat loh. Kalau kata Kania, I won the genetic lottery mungkin ya. Punya kapasitas berpikir."
00147.wav,"Yang cukup kuat sehingga apapun yang terjadi dalam hati aku, ya aku ngomong kayak robot juga sekarang, apapun yang terjadi dalam hati aku, aku bisa rationalize that, and come to terms with it, and be okay. Mungkin secara psikologis gak oke ya, cuman karena aku bisa membalut itu dengan kapasitas berpikir yang kuat, akhirnya aku membohongi diri aku dan memberitahukan diri aku, I'm okay. As I said, I'm smiling right now, look at my body language."
00148.wav,"Is it a time bomb? Is it a time bomb? Maybe. Karena kayak one day, one moment, kayak boom gitu. Mungkin sudah meledak, tapi nggak membunuh dia. Yeah, what doesn't kill you make you stronger? Mungkin sudah meledak beberapa kali, tapi it never killed me. Makanya kadang-kadang, ini bukan so-soan ya, kan kadang-kadang kita berpikir kenapa sih orang yang kelihatan bahagia banget bunuh diri."
00149.wav,"I'm really really struggling mentally and emotionally right now. Tapi kenapa aku bisa keliatan sangat normal, bahkan keliatan seperti orang yang sangat confident, karena ini, aku kasih konteks ya, walaupun aku bukan Gen X. Cuma jangan main Gen X. Gen Z. Gen Z, Gen Z, sorry."
00151.wav,"You know, like, don't be fooled by what you see. Dan kadang-kadang, yeah, it's a double-edged sword ya. Zaman sekarang di pop culture, mereka selalu bilang, ayo dong, vulnerable, be real, be real. Tapi sekalinya kita real, it's like, oh, you're being intimidating, kamu mau sesuatu dari kita. Like, I'm being real, bro. But you just can't accept it. So who's the judgmental one here? Who's not being real? Lagi, tapi..."
00152.wav,"Kalau misalnya waktu bisa diulang, mau gak jadi, jadi, do you wanna start your career semudah itu atau enggak? Kalau aku bisa naik time machine dan ngulang, pengen banget sih, pengen lihat kalau aku mengambil aksi yang berbeda, bakal kayak gimana karirnya. Tapi enggak mengulang dalam arti enggak memulai di usia itu ya. Tapi you know what, at the end of the day, aku bersyukur banget atas segala pengalaman yang aku miliki. Wow."
00153.wav,"I never regret what happened. Mungkin dulu iya, kalau ditanya 10 tahun yang lalu, aku bakal masih penuh amarah. Tapi now I'm so grateful, karena inilah yang membuat aku memiliki kapasitas untuk mengerti orang. I feel like I have a really good understanding of people, dalam arti aku bisa meng-observe mereka dan mengerti kenapa mereka bereaksi atau beraksi dengan cara tertentu. I have really high, yeah maybe, I think I have really high empathy."
00154.wav,"Dan itu di-train? Atau udah ada tapi sebelumnya kamu belum sadar? Ya karena pengalaman hidup, sih. Karena pengalaman hidup jadi lebih kuat. Oke. Ehm, tapi juga, ya itulah orang-orang nerdy atau awkward kan kadang-kadang kita suka ngomong di kepala sendiri kan. We have discussions and conversations in our own head. That helps me understand things too. Iya, iya. I'm my own friend. Karena kalau aku pribadi, Kak, aku aja mulai, misalnya kayak aku mulai Youtube kan pada saat aku..."
00157.wav,"Itu karena terlalu banyak yang akan hilang, makanya lu lebih bisa kalkulatif dan lu udah dibentuk dulu sama society secara firmly, dan once lu masuk, ya... You know how to handle things. Dan itu bisa mengejar semuanya mulai dari lebih dulu nih."
00158.wav,"Karena gue gak harus ngerasain struggle atau drama-drama di usia muda gitu. Kayak kubu-kubu youtuber, atau artis-artis cirk A, cirk B. Gue disini untuk make money gitu, that's it. Jadi gue ketika merekomendasikan orang untuk masuk di dunia, bukan showbiz ya, di dunia apa ya? Dunia digital lah, atau bikin konten, jadi content creator or something like that. Gue tuh pengen ngomong, kalian mau jadi content creator?"
00160.wav,"Aku juga bukan Gen X. Iya, aku tahu kita nggak ada yang Gen X di sini, cuma aku nyindir-nyindir yang mungkin Gen X kadang-kadang suka memberikan konteks. Jadi kan kita ngomongin di belakang layar, gitu. Intinya, karena mulainya di usia yang sangat muda, aku tertrain saat kamera nyala, saat ada orang-orang di hadapan aku. Walaupun aku tidak..."
00161.wav,"Tapi aku percaya kita punya fungsi kita masing-masing, kenapa kita punya cobaan tertentu di usia tertentu, di fase hidup tertentu, there's a reason for all that. So, mungkin kalau buat Ferry emang bagus banget baru dimulai di late 20s gitu, setelah udah settle. Tapi mungkin buat aku sama Jerome kalau ada penjelasan."
00164.wav,"Iya, ternyata kan, itu ini agak stereotyping yang agak patah juga, karena orang selalu mulailah di usia yang sangat muda gitu. Terserah, nggak di semua aspek loh ternyata loh. Ternyata nggak, iya juga ya, nggak. Misalnya kayak cinta di 12 tahun, atau apakah cinta ketika memulai itu di usia 18 tahun could be better? Kita kan we never know. We never know. Mungkin kalau aku baru mulai di usia 20an, maybe I won't be successful, mungkin orang nggak akan suka aku."
00167.wav,"Mungkin sampai beberapa bulan yang lalu kalau ditanya, what's your purpose? I've always said my purpose is to grow my businesses, agar suatu hari nanti aku bisa membuat sebuah yayasan sebesar Melinda Bill Gates Foundation yang bisa menolong ribuan bahkan jutaan anak. Lagi-lagi, I know it's a very idealistic answer, tapi memang itu jawaban yang konsisten yang selalu aku berikan dari umur 6 tahun dulu. Dari aku umur 6 tahun kalau ditanya,"
00169.wav,"Aku kehilangan kapasitas aku untuk melihat dunia secara jernih, and I'm not excited about anything. I know that sounds very grim, tapi I don't feel excitement about life. Jadi my resolution buat 2025 adalah membangun koneksi dengan orang-orang yang aku harap yang memang baik untuk kehidupan aku dan menjadi manusia kembali. Semangat, Kak!"
00171.wav,"Secara conscious melakukannya, aku akan langsung memberikan suatu topeng yang, okay, I'm good, I'm smiling, I'm great, I'm feeling amazing. Aku nggak bisa, aku tahu zaman sekarang kita lagi jaman suka menunjukkan vulnerability, menunjukkan sisi rapuh kita lah. Bukannya aku nggak mau melakukan itu, I don't know how, karena nggak tahu kenapa, kalau udah ada lampu di depanku, udah ada kamera nyala, my default, my second nature is,"
00172.wav,"Baca korang ada menteri pendidikan, terus kayak... Siapa waktu itu? Apa? Siapa menteri pendidikan? Enggak inget lagi. Hah? Pokoknya kayak artikelnya about pendidikan Indonesia masih tertinggal jauh dan sebagainya, terus menteri pendidikan, wah keren juga ya gitu. Akhirnya dari SD aku udah ngomong, pilih jadi menteri pendidikan, terus pas SMP SMA makin tersadarkan gitu, bahwa pendidikan itu sepenting itu, terus sekarang jadi mengarah ke sana sih, Bang. Udah masih sampai sekarang. Masih. Oh cool. Tapi at least, kalau itu kan masih panjang ya, untuk pendidikan secara general."
00173.wav,"Kalau sekarang, sekarang banget nih, matematika bang. Aku gak pingin ada anak Indonesia yang gak bisa matematika. Udah itu sih, itu for now. Mematematikakan Indonesia. Mematematikakan Indonesia. Bukan mati ya, mate. Lo liat gak sih yang aku post itu? Yang orang SMA yang gak bisa pembagian itu. Iya. Sedih banget, gila. Gimana Indonesia? Iya. Terus kan, Chania, Chania."
00175.wav,"Supaya bisa lebih happy, karena akhirnya gue menyadari bahwa, anjir, ya juga hidup gue jarang banget ada masalah ya. Dan akhirnya gue menyadari bahwa itu ternyata terjadi karena gue memakai rationalitas dan scientific thinking. Dan akhirnya gue mencoba mengajarkan itu ke lebih banyak orang, pengennya Indonesia bebas dari logika mistika, orang-orang lebih cerdas, cerah, asik, bisa berempati, punya tadi rational dan scientific thinking, supaya bisa bikin decision yang bagus buat hidup mereka."
00180.wav,"Udah sukses, tapi di usia yang segitu tuh harus dia maintain bisnis aja, jadi dia kayak Chris John aja gitu, main iklan atau segala macam, pokoknya gurita bisnisnya harus dinaikin karena sebelum pensiun. Yang dia lakukan apa? Menantang juara dunia. Namanya Ricardo yang, mana Ricardo ini 30 match gak pernah kalah. Akhirnya dia menantang juara dunia dan dipukul KO. Kalah dia, terus kalah. Terus lagi dipukul KO, biasa lama gak Jepang kan. Dia langsung dia ngomong di dalam pikiran dia."
00181.wav,"Langsung teringat banyak pertanyaan orang, kenapa sih lo ngelakuin ini semua? Kenapa sih lo harus gini semua? Enggak, gue cuma mau keren aja di mata anak istri gue. Gue baca itu SMP, udah melekat aja. Gue cuma mau, apapun hidup yang gue jalanin nanti, semua orang yang kenal sama gue, temen SMP gue, temen SD gue, temen kuliah gue, orang yang nganggep gue sebagai temen, itu senang pernah kenal sama gue. And that's the best way to live."
00183.wav,"I'm fabulous. Dan mungkin itu, ya itu bukan mungkin, itu memang sebuah defense mechanism tapi sudah menjadi otomatisku. Iya, tapi itu sebenarnya yang menurut aku banyak orang gak bisa sadar. Gak bisa ada di posisi itu, gak ngerti gitu. Kayak, jadi kayak one of my friends yang pernah foto sama Kak Cinta, Kak Cinta tuh selalu ada photograph, kayak selalu ada lighting gitu loh. Kayak, kenapa sih nih orang perfectionist banget?"
00187.wav,"Harusnya kan kalau dibawah 18 tahun, minta consent dulu ya, consent itu apa sih Indonesia-nya? Pertujuan. Pertujuan. Iya, kalau aku ngerti kalau media apalagi tabloid-tabloid gosip, kalau kita di atas umur 18 tahun mereka mau ngapain ya, that's just how the world works. Tapi kalau kita dibawah usia 18 tahun, harusnya kan ada sesuatu protection law gitu untuk menjaga anak-anak itu."
00189.wav,"A, B, C, D, E. Padahal itu gak pernah keluar dari mulut aku. Can you imagine? Nah, dari situ tumbuhlah sebuah trauma yang aku baru sadari mungkin 5 tahun lalu, di mana saking paranoid-nya aku akan dunia entertainment dan dunia luar, terbangunlah sebuah mindset perfectionist di mana aku mengatakan, oke, kalau aku lagi di..."
